,user_name,date,text,hashtags,source
53,corner,2022-02-06 05:17:23,RT @FhqJackie: Actually with or without MSM interview my vote for @bongbongmarcos is solid. I am a Marcos loyalist i know their history. An…,,Twitter for Android
54,christen17,2022-02-06 05:16:06,"RT @cjbauti27773557: @cnnphilippines STOP. PEDDLING. LIES

NO to @bongbongmarcos 
NO to #MarcosMagnanakaw
NO to #MarcosNumber1Sinungaling…","['MarcosMagnanakaw', 'MarcosNumber1Sinungaling']",Twitter for Android
55,cj bautista,2022-02-06 05:14:24,"@cnnphilippines STOP. PEDDLING. LIES

NO to @bongbongmarcos 
NO to #MarcosMagnanakaw
NO to #MarcosNumber1Sinungaling 
NO to #MarcosDuwagTalaga https://t.co/JNlKTdyoll",['MarcosMagnanakaw'],Twitter Web App
56,camelle hondrado,2022-02-06 05:13:51,@bongbongmarcos God bless my President Bbm🥰,,Twitter for iPhone
57,ₖₑₒₛ,2022-02-06 05:11:14,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
58,Imani Aminah,2022-02-06 05:11:05,"RT @allaboutmarcos: titig ng proud running mate 😊❤️💚

@indaysara
@bongbongmarcos
UNITED AS ONE
#WeAreForBBMSARA https://t.co/FobZgVgQWd",['WeAreForBBMSARA'],Twitter for iPhone
59,Bonbee lei,2022-02-06 05:10:24,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for Android
60,Sweet Heart Opsar-Lubandina❤️💚✌️👊,2022-02-06 05:08:31,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for Android
61,Sweet Heart Opsar-Lubandina❤️💚✌️👊,2022-02-06 05:08:16,RT @nicolelamorena_: Just saw this post on FB ☺️. Our Municipal Mayor here in Paniqui along with the SB members show their support to the c…,,Twitter for Android
62,christen17,2022-02-06 05:03:22,"RT @lim_norm777: Team action...team credibility...team integrity...team for the Filipino people...team for make Philippines Great Again
#Le…",,Twitter for Android
63,lovedoe,2022-02-06 05:02:18,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
64,utopiandream,2022-02-06 05:01:14,"RT @takedownenabler: One thing I've learned about @bongbongmarcos Is being humble. 

GO BBMSARA
#GoKorinaBBM https://t.co/i2rCE9qKW3",['GoKorinaBBM'],Twitter for Android
65,Imani Aminah,2022-02-06 05:00:34,"RT @takedownenabler: One thing I've learned about @bongbongmarcos Is being humble. 

GO BBMSARA
#GoKorinaBBM https://t.co/i2rCE9qKW3",['GoKorinaBBM'],Twitter for iPhone
66,Yan0SiBuringka 💚🤍♥️🇵🇭 สวัสดี🇨🇷,2022-02-06 04:58:12,"RT @Justinearljill6: Here's a mini poem for you @bongbongmarcos @indaysara 

Be our hope. 
Be our light. 
Make our nation great 
Shine so b…",,Twitter for Android
67,Einarr2013 🇵🇭,2022-02-06 04:57:39,"@ABSCBNNews @ANCALERTS @News5PH @onenewsph @cnnphilippines @gmanews @inquirerdotnet @manilabulletin @PhilstarNews @rapplerdotcom If this is all you want to focus on, then don't bother trying to invite @bongbongmarcos to your debates &amp; interviews. ABSOLUTELY POINTLESS. https://t.co/v16FyWoSx7",,Twitter for Android
68,jz ❤️ ᴬᴰᴺ,2022-02-06 04:57:24,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for iPhone
69,Rye,2022-02-06 04:57:13,@LadyAnakSaLabas @KimIndar @bongbongmarcos Haha yes waiting for more 🤗🥰,,Twitter for Android
70,igan,2022-02-06 04:55:55,"RT @Mainej29: Thank you Baste! :) @bongbongmarcos @pinoyanghang @KimIndar @amigoManila @indaysara
@DuterteSara @Disisyiti @IHateFakePple @I…",,Twitter for iPhone
71,Rye,2022-02-06 04:55:44,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
72,sapphire,2022-02-06 04:54:54,"RT @takedownenabler: One thing I've learned about @bongbongmarcos Is being humble. 

GO BBMSARA
#GoKorinaBBM https://t.co/i2rCE9qKW3",['GoKorinaBBM'],Twitter for Android
73,Olivia ❤️💚,2022-02-06 04:50:34,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for Android
74,Olivia ❤️💚,2022-02-06 04:50:16,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
75,Tintin,2022-02-06 04:50:07,@bongbongmarcos We Loveeee you Pops . 🥰,,Twitter for Android
76,✌🏻👊🏻🇵🇭,2022-02-06 04:46:48,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
77,Carl Rodriguez,2022-02-06 04:44:29,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
78,Kuya Mc,2022-02-06 04:43:22,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter Web App
79,Your Daddy Bisdak With Un(Out)spoken Mind,2022-02-06 04:40:17,"@ABSCBNNews Should @bongbongmarcos or @lenirobredo win presidency, either of them must get ka @LeodyManggagawa as @laborgovph DOLE secretary.",,Twitter for iPhone
80,Yohan,2022-02-06 04:38:52,RT @nicolelamorena_: Just saw this post on FB ☺️. Our Municipal Mayor here in Paniqui along with the SB members show their support to the c…,,Twitter for iPhone
81,Ishie dela Cruz,2022-02-06 04:36:13,@CeeTanas @pads_nosi @bongbongmarcos Right. https://t.co/s0Frx2yu81,,Twitter for Android
82,Riley Lux♕,2022-02-06 04:34:28,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for Android
83,tangena,2022-02-06 04:32:52,@BuangSonny @HLingayan @maanabrenica @RonaldR75484618 @Alvittany07 @dietrich291 @chadachada17 @ronaldo_naman @Jimmy93171751 @LugawNaLutang @IlaLeima @Acer02111964 @myzteryosa15 @NichTweet101679 @Botitsky @mu_bangonpinas @lino_iam @danwaytoofar @lav2heart14 @NileSneel @AkoAlaskador @maria47215 @BalDugho @anthonybicolan @zoilojr @altaslm @imnotadds @JulezJeremy @JanellZaragoza @IamPatriotMDS @MDSOnwardPH22 @garfieldup @iliad_novak @AllEspant @EyeEres @anunnaki09 @Mael_Opreuce_88 @GrowlHarhar @fakyoto @denceasar @CiaraJermaine @ligaya2021 @ejo_vend @NDRRMC_OpCen @pnppio @DILGPhilippines @dswdfoncr @TeamAFP @coastguardph Lols @bongbongmarcos https://t.co/ELDJl1WKxS,,Twitter for Android
84,Jcs,2022-02-06 04:30:44,RT @nicolelamorena_: Just saw this post on FB ☺️. Our Municipal Mayor here in Paniqui along with the SB members show their support to the c…,,Twitter for Android
85,Tom,2022-02-06 04:28:23,"@aiiemxham @soAWESOMEDREY @theadtan @bongbongmarcos Uhmmmm how do you explain this po. Who to beliv, oxford or marcos. Hahaha 🤣🤣 https://t.co/kpRy7jKVwT",,Twitter for iPhone
86,just joie,2022-02-06 04:26:09,"@inquirerdotnet 🤣🤣🤣 you're so funny talaga, @bongbongmarcos.",,Twitter Web App
87,CRAM👽,2022-02-06 04:24:23,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for Android
88,sapphire,2022-02-06 04:23:17,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
89,Winston Pacioles,2022-02-06 04:22:47,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
90,Jcs,2022-02-06 04:21:15,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter for Android
91,DenzNagi,2022-02-06 04:20:39,@bongbongmarcos GOD 🙏 BLESS SIR.,,Twitter for Android
92,HowerJade,2022-02-06 04:19:48,"@MalanoMarizen @Iammdsa @pizza39119273 @gmanews @dzbb @bongbongmarcos ""Speech of Senator Ferdinand Marcos Jr. explaining his verdict on Chief Justice Renato Corona, May 29, 2012 | Official Gazette of the Republic of the Philippines"" https://t.co/CwiIVf8fO1

You're welcome ineng.",,Twitter for Android
93,Becky C. ᴹᴬᴵᴺᴱ,2022-02-06 04:14:08,RT @nicolelamorena_: Just saw this post on FB ☺️. Our Municipal Mayor here in Paniqui along with the SB members show their support to the c…,,Twitter for Android
94,levi | BBM sa 2022 ✌️🇵🇭,2022-02-06 04:12:05,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter Web App
95,Melody Bermejo ♚,2022-02-06 04:09:11,@bongbongmarcos Please join the debate next time 😭 You should be there to fight and prove it.,,Twitter for iPhone
96,Rev,2022-02-06 04:04:48,RT @Pand0rasAct0r: @KimIndar @bongbongmarcos It's an honorable job. The Kakampinks (pilit na elites) laugh at these people simply striving…,,Twitter for Android
97,はら 原,2022-02-06 04:04:24,RT @theadtan: Bongbong Marcos @bongbongmarcos promises to give his all-out support to the Filipino workers and MSMEs. #BBMSARA2022 https://…,['BBMSARA2022'],Twitter for Android
98,enmn_,2022-02-06 03:58:57,"RT @KimIndar: BBM is so cute here. He just won the heart of the service workers. Thanks Kakampinks!✌😍✌#Halalan2022 
@bongbongmarcos https:/…",['Halalan2022'],Twitter Web App
99,LRS#STOPENI5EVER,2022-02-06 03:58:50,"Attend a debate then, @bongbongmarcos so you can elaborate your plans to the masses https://t.co/mOdJK9x5zj",,Twitter for iPhone
