,idf_weights
boyyyyyyy,11.105468752548317
boyz,11.105468752548317
bpc,11.105468752548317
bpemuwlconn,10.700003644440153
bpm,8.620562102760317
bpwofc,11.105468752548317
bra,8.965402589052047
brace,10.006856463880208
bracelet,10.700003644440153
brachmann,11.105468752548317
brad,9.601391355772043
bradda,11.105468752548317
bradford,11.105468752548317
bradie,10.700003644440153
bradley,10.412321571988372
brady,9.852705784052949
bragger,11.105468752548317
brah,10.700003644440153
braid,11.105468752548317
brain,8.0374158174147
brainstorm,10.412321571988372
brainwash,11.105468752548317
brainwave,11.105468752548317
brake,10.006856463880208
braless,10.700003644440153
bram,11.105468752548317
branch,10.189178020674163
brand,8.397418551446108
brander,11.105468752548317
brandi,11.105468752548317
brandon,9.400720660309892
brandpost,11.105468752548317
brandy,10.700003644440153
brandyn,10.412321571988372
brang,10.412321571988372
brasil,11.105468752548317
brasilian,10.412321571988372
brassic,10.412321571988372
brat,10.189178020674163
braun,11.105468752548317
brave,8.663121717179113
bravesearch,11.105468752548317
braybrook,10.700003644440153
braza,11.105468752548317
brazil,9.601391355772043
brazilian,9.719174391428426
brb,11.105468752548317
brcmf,9.233666575646726
breac,11.105468752548317
breach,6.856973510498958
bread,9.313709283320263
breadcrumb,10.700003644440153
break,5.79226277350653
breakdown,10.700003644440153
breaker,11.105468752548317
breakfast,8.965402589052047
breakin,10.412321571988372
breakpo,11.105468752548317
breakpoints,10.412321571988372
breakthrough,10.700003644440153
breast,10.700003644440153
breath,10.006856463880208
breathe,9.496030840114217
breding,10.412321571988372
breed,9.852705784052949
breeze,9.496030840114217
breihan,11.105468752548317
brendan,11.105468752548317
brendon,10.700003644440153
brenner,11.105468752548317
brent,11.105468752548317
bret,10.700003644440153
brett,10.412321571988372
brettlegree,11.105468752548317
bretts,11.105468752548317
brew,10.412321571988372
brewery,11.105468752548317
brewpress,11.105468752548317
brexit,10.189178020674163
brian,10.189178020674163
briankrebs,11.105468752548317
bribe,10.412321571988372
brick,10.412321571988372
bride,11.105468752548317
bridge,8.215096994652153
brief,8.2722554084921
briefly,9.852705784052949
brien,11.105468752548317
brietastic,10.412321571988372
brigade,11.105468752548317
bright,8.965402589052047
brighten,10.006856463880208
brightgauge,10.006856463880208
brightness,11.105468752548317
brill,11.105468752548317
brilliant,9.159558603493004
bring,6.530757774044934
brinkmann,11.105468752548317
brisbane,11.105468752548317
bristle,11.105468752548317
bristol,10.700003644440153
brit,9.026027210868481
britain,10.700003644440153
britannica,11.105468752548317
brithday,11.105468752548317
british,9.233666575646726
britney,10.412321571988372
britneys,10.412321571988372
britt,10.412321571988372
brittany,11.105468752548317
britteny,11.105468752548317
brizillian,11.105468752548317
brms,9.400720660309892
bro,7.203496082973673
broach,10.700003644440153
broad,7.276827356059222
broadband,7.379775325311664
broadbridge,10.412321571988372
broadca,11.105468752548317
broadcast,7.429168080641241
broadcaster,9.719174391428426
broadcom,7.886592927680116
broaden,10.700003644440153
broadhurst,11.105468752548317
broadly,9.601391355772043
broadway,11.105468752548317
brocade,8.75409349538484
broccoli,10.189178020674163
brochure,10.700003644440153
brock,9.852705784052949
brockmeier,11.105468752548317
brocon,9.601391355772043
brodies,11.105468752548317
brogan,11.105468752548317
brohl,10.189178020674163
broidy,11.105468752548317
broil,11.105468752548317
brokentype,9.852705784052949
broker,7.508156491959872
brokerage,10.189178020674163
brokke,11.105468752548317
bromance,10.412321571988372
bromium,10.700003644440153
bronies,10.700003644440153
bronx,10.700003644440153
bronze,9.719174391428426
brooch,10.700003644440153
broochshade,11.105468752548317
brook,9.233666575646726
brooke,10.412321571988372
brooker,11.105468752548317
brookhaven,10.700003644440153
brooklyn,10.700003644440153
broookkkeeeee,11.105468752548317
bros,8.908244175212097
broseph,11.105468752548317
brosmer,11.105468752548317
brotha,11.105468752548317
brothe,11.105468752548317
brothel,10.700003644440153
brother,7.098135567315846
brotherhood,10.189178020674163
brotli,11.105468752548317
brou,11.105468752548317
brouhaha,10.412321571988372
brow,10.189178020674163
browbeat,11.105468752548317
browder,11.105468752548317
brown,7.671481548063171
browne,10.700003644440153
brownie,9.026027210868481
brownsville,11.105468752548317
browse,6.729711730888031
browsealoud,11.105468752548317
browseforthecause,11.105468752548317
browsefox,11.105468752548317
browser,4.835425947238025
browserautofill,11.105468752548317
browserbird,11.105468752548317
browserextension,11.105468752548317
browsersecurity,11.105468752548317
browsh,10.412321571988372
browz,10.412321571988372
brrrrrr,11.105468752548317
bruce,9.601391355772043
bruh,10.700003644440153
bruise,10.412321571988372
brunch,10.189178020674163
brunette,11.105468752548317
bruno,11.105468752548317
brush,9.400720660309892
brussel,10.700003644440153
brussels,10.700003644440153
brutal,9.852705784052949
brutally,11.105468752548317
brute,8.802883659554272
bruteforce,9.719174391428426
bryan,10.189178020674163
bryant,11.105468752548317
bryar,10.189178020674163
bryce,10.412321571988372
bsa,10.412321571988372
bsafe,11.105468752548317
bsd,11.105468752548317
bsds,10.189178020674163
bsg,11.105468752548317
bsides,9.852705784052949
bsnl,11.105468752548317
bsod,11.105468752548317
bsoding,10.700003644440153
btc,10.189178020674163
bthdy,11.105468752548317
btl,11.105468752548317
btp,11.105468752548317
btr,11.105468752548317
btrue,10.189178020674163
btv,11.105468752548317
btw,7.244739041507722
btwn,11.105468752548317
buaha,11.105468752548317
buat,11.105468752548317
bubble,10.189178020674163
bubbly,10.006856463880208
bubbz,11.105468752548317
buck,8.707573479749946
bucket,9.719174391428426
buckeye,10.412321571988372
bucs,11.105468752548317
bud,10.006856463880208
buddie,11.105468752548317
buddiee,11.105468752548317
buddieee,11.105468752548317
buddy,9.233666575646726
budget,8.75409349538484
budu,11.105468752548317
bueno,11.105468752548317
buf,9.601391355772043
buff,6.046043294282629
buffalo,10.412321571988372
buffe,10.700003644440153
buffoon,11.105468752548317
buffy,9.852705784052949
bug,5.716397022731816
bugbounty,10.412321571988372
bugbountytip,11.105468752548317
bugger,10.189178020674163
buggin,10.700003644440153
buggy,9.719174391428426
bugsby,10.412321571988372
bugtraq,5.58801585608361
buhh,11.105468752548317
buhht,11.105468752548317
bui,11.105468752548317
buil,11.105468752548317
build,6.30144770781506
buildah,10.700003644440153
builder,8.0374158174147
buildfsm,11.105468752548317
buiscuits,11.105468752548317
buisness,11.105468752548317
bukannya,10.412321571988372
bukkake,11.105468752548317
bukowski,11.105468752548317
bulb,11.105468752548317
bulk,9.719174391428426
bull,8.54051939508678
bullclip,11.105468752548317
bullcrap,10.700003644440153
bulldog,11.105468752548317
bullet,10.412321571988372
bulletin,7.379775325311664
bullheaded,11.105468752548317
bullllllllll,11.105468752548317
bullmastiff,11.105468752548317
bullshit,8.397418551446108
bullshiz,11.105468752548317
bully,9.852705784052949
bum,9.026027210868481
bumbly,11.105468752548317
bumder,11.105468752548317
bummer,9.496030840114217
bump,9.852705784052949
bumsquad,11.105468752548317
bun,10.700003644440153
bunch,8.215096994652153
buncha,10.006856463880208
bundesliga,10.412321571988372
bundle,8.54051939508678
bungee,11.105468752548317
bungie,11.105468752548317
bunker,10.700003644440153
bunny,10.412321571988372
bur,10.412321571988372
burden,10.700003644440153
burdeon,11.105468752548317
bureau,10.412321571988372
burger,9.233666575646726
burglar,11.105468752548317
burglary,11.105468752548317
burgundy,11.105468752548317
burke,11.105468752548317
burn,8.085043866403954
burnout,11.105468752548317
burp,9.852705784052949
burried,11.105468752548317
burrito,11.105468752548317
burritoville,10.412321571988372
burroughs,11.105468752548317
burst,10.700003644440153
burtonincisiv,11.105468752548317
bury,9.400720660309892
bus,8.854176953941822
busewe,10.700003644440153
bush,8.908244175212097
bushwhack,11.105468752548317
bushy,11.105468752548317
busin,11.105468752548317
busines,10.700003644440153
business,6.261281666089726
businessdirectory,10.700003644440153
businessobjects,8.707573479749946
businessscale,11.105468752548317
businessweek,11.105468752548317
businesswoman,11.105468752548317
bust,8.109736478994325
buster,10.006856463880208
bustin,11.105468752548317
busy,8.215096994652153
busybox,10.006856463880208
busyy,11.105468752548317
butcher,11.105468752548317
butiful,11.105468752548317
butler,11.105468752548317
buts,11.105468752548317
butt,8.502779067103933
butter,9.159558603493004
buttercup,10.412321571988372
butterfly,9.719174391428426
butthead,10.412321571988372
butthole,10.189178020674163
butthurt,11.105468752548317
button,8.2722554084921
buttone,10.412321571988372
buttonless,11.105468752548317
buttt,11.105468752548317
butttt,10.700003644440153
buurrrrr,11.105468752548317
buuut,11.105468752548317
buuuuut,11.105468752548317
bux,11.105468752548317
buy,6.821882190687688
buyer,10.412321571988372
buyin,10.412321571988372
buysafepaysafe,11.105468752548317
buzz,9.601391355772043
buzzfeed,11.105468752548317
buzzword,9.400720660309892
bwaha,10.412321571988372
bwahaha,10.412321571988372
bwahahaha,10.700003644440153
bwahahahahah,11.105468752548317
bwnt,10.412321571988372
bxtch,10.412321571988372
bye,9.719174391428426
byee,11.105468752548317
byod,10.412321571988372
byol,10.700003644440153
byp,9.719174391428426
bypa,10.189178020674163
bypass,5.483257931585928
byrne,10.412321571988372
byron,11.105468752548317
byte,6.938803528746591
byus,10.412321571988372
byyyy,11.105468752548317
bzip,11.105468752548317
bzowy,11.105468752548317
bzzz,11.105468752548317
caaa,11.105468752548317
caaaaarrrrbbbs,11.105468752548317
caan,11.105468752548317
cab,10.412321571988372
cabana,10.700003644440153
cabbage,10.700003644440153
cabbie,11.105468752548317
cabe,10.700003644440153
cabel,11.105468752548317
cabin,10.412321571988372
cabinet,10.189178020674163
cablazo,11.105468752548317
cable,9.090565732006052
cabo,10.412321571988372
cach,11.105468752548317
cache,7.116484705984043
cacheman,11.105468752548317
cactus,11.105468752548317
cactustorch,9.601391355772043
cadence,11.105468752548317
cadillacs,11.105468752548317
cafe,10.006856463880208
caffeine,10.006856463880208
caffiene,11.105468752548317
cage,11.105468752548317
cain,10.189178020674163
caint,10.189178020674163
cairo,10.412321571988372
cait,11.105468752548317
cajones,11.105468752548317
cajun,10.412321571988372
cake,8.707573479749946
cal,10.700003644440153
calamares,10.700003644440153
calc,10.700003644440153
calcul,11.105468752548317
calculate,10.412321571988372
calculator,10.412321571988372
calculus,10.412321571988372
caldera,11.105468752548317
caldwell,11.105468752548317
calendar,9.233666575646726
calender,11.105468752548317
calf,11.105468752548317
cali,9.159558603493004
calibration,11.105468752548317
calibre,11.105468752548317
california,9.159558603493004
californication,11.105468752548317
callback,9.313709283320263
callender,10.412321571988372
caller,10.189178020674163
calligra,11.105468752548317
callled,11.105468752548317
calm,9.313709283320263
calmus,10.700003644440153
calorie,9.159558603493004
cals,10.189178020674163
calvin,11.105468752548317
cam,9.026027210868481
camaro,11.105468752548317
cambiado,11.105468752548317
cambodia,10.006856463880208
cambridge,10.189178020674163
camcorder,10.412321571988372
camel,11.105468752548317
camelot,11.105468752548317
camera,7.687742068934951
cameraphones,10.412321571988372
cameren,11.105468752548317
cameron,11.105468752548317
cami,11.105468752548317
camilla,11.105468752548317
camino,11.105468752548317
cammando,11.105468752548317
camo,11.105468752548317
camp,9.233666575646726
campai,11.105468752548317
campaign,7.234267741640426
camper,11.105468752548317
campfire,11.105468752548317
campus,9.496030840114217
campy,11.105468752548317
canada,8.54051939508678
canadawest,10.412321571988372
canadian,8.663121717179113
canal,10.189178020674163
canary,9.233666575646726
canberra,11.105468752548317
cancel,9.496030840114217
cancellation,10.700003644440153
cancer,8.965402589052047
cancerous,11.105468752548317
cancun,11.105468752548317
cand,10.412321571988372
canda,11.105468752548317
candelabrum,11.105468752548317
candid,10.700003644440153
candidate,8.802883659554272
candle,9.852705784052949
candy,9.601391355772043
candyman,11.105468752548317
cane,10.700003644440153
cani,11.105468752548317
canine,10.412321571988372
canl,11.105468752548317
cannae,11.105468752548317
canneslions,10.189178020674163
cannible,11.105468752548317
canon,10.006856463880208
canonical,9.496030840114217
canopy,11.105468752548317
cantata,10.700003644440153
canteen,11.105468752548317
cantstopthis,11.105468752548317
canu,11.105468752548317
canuck,11.105468752548317
canvas,11.105468752548317
canyon,10.412321571988372
cap,9.159558603493004
capa,11.105468752548317
capability,8.802883659554272
capable,10.412321571988372
capacitor,11.105468752548317
capacity,10.412321571988372
capactiy,11.105468752548317
cape,10.412321571988372
capella,11.105468752548317
capital,9.852705784052949
capitalism,11.105468752548317
capitalist,10.412321571988372
capitalize,10.006856463880208
captain,9.159558603493004
captcha,10.700003644440153
caption,11.105468752548317
capture,8.965402589052047
capuccino,11.105468752548317
caputo,11.105468752548317
car,7.22390495460488
caramal,11.105468752548317
carb,10.412321571988372
carbanak,11.105468752548317
carbon,10.189178020674163
carbs,9.719174391428426
carcarah,11.105468752548317
card,7.564509428511003
cardiac,11.105468752548317
cardigan,11.105468752548317
cardinal,11.105468752548317
cardio,10.006856463880208
cardless,10.700003644440153
care,7.027931308642597
career,8.707573479749946
careerzoo,11.105468752548317
carefree,11.105468752548317
careful,9.026027210868481
carefully,10.189178020674163
caregiver,10.700003644440153
carfentanyl,11.105468752548317
cargo,10.700003644440153
cariboo,11.105468752548317
carl,9.852705784052949
carlin,11.105468752548317
carlos,10.412321571988372
carlton,11.105468752548317
carly,10.189178020674163
carmel,10.412321571988372
carna,11.105468752548317
carocci,10.189178020674163
carol,10.412321571988372
carolina,10.412321571988372
caroline,11.105468752548317
carona,11.105468752548317
carpenter,10.006856463880208
carpet,9.159558603493004
carpool,11.105468752548317
carri,11.105468752548317
carribean,11.105468752548317
carrie,9.719174391428426
carrier,10.700003644440153
carroll,11.105468752548317
carrot,10.006856463880208
carry,8.109736478994325
carson,10.700003644440153
carsten,11.105468752548317
cart,8.54051939508678
cartenav,11.105468752548317
carter,9.852705784052949
cartilage,11.105468752548317
carton,10.412321571988372
cartoon,10.006856463880208
cartoonist,10.700003644440153
cartwheel,10.700003644440153
caruso,11.105468752548317
carvalho,10.412321571988372
caryn,11.105468752548317
casanova,11.105468752548317
casb,11.105468752548317
casba,11.105468752548317
casc,11.105468752548317
cascella,11.105468752548317
case,7.266016439955006
casey,10.006856463880208
cash,9.159558603493004
casino,11.105468752548317
casper,10.700003644440153
casrvc,11.105468752548317
cassandra,11.105468752548317
cassete,11.105468752548317
cassey,11.105468752548317
cassidee,10.412321571988372
cassie,10.412321571988372
cast,9.601391355772043
castanza,10.412321571988372
castillo,11.105468752548317
castle,9.852705784052949
casue,11.105468752548317
cat,7.5791082279321556
catalog,8.75409349538484
catalogue,11.105468752548317
catalonia,9.233666575646726
catalyst,11.105468752548317
catastrophic,11.105468752548317
catch,6.530757774044934
catchh,11.105468752548317
catchphrase,11.105468752548317
catchy,10.189178020674163
catcompany,11.105468752548317
category,8.332880030308536
cater,10.700003644440153
caterpillar,10.189178020674163
cathedral,11.105468752548317
catholic,10.189178020674163
catholicism,11.105468752548317
catid,11.105468752548317
cattle,10.412321571988372
catz,9.601391355772043
cau,11.105468752548317
caucasia,11.105468752548317
caucasian,10.189178020674163
cause,6.386969881253223
causee,11.105468752548317
caution,10.412321571988372
cautionary,11.105468752548317
cave,10.412321571988372
caviggia,11.105468752548317
cavity,10.700003644440153
cbc,10.700003644440153
cbd,10.700003644440153
cbdb,11.105468752548317
cboys,10.412321571988372
cbr,10.412321571988372
cbw,11.105468752548317
ccgiservlet,9.719174391428426
ccleaner,11.105468752548317
ccm,11.105468752548317
cco,10.700003644440153
ccsp,11.105468752548317
ccu,11.105468752548317
cdb,11.105468752548317
cdccabb,11.105468752548317
cde,11.105468752548317
cdf,10.412321571988372
cdh,11.105468752548317
cdisp,9.313709283320263
cdispnode,10.006856463880208
cdm,11.105468752548317
cdn,10.700003644440153
cdoc,9.852705784052949
cdp,11.105468752548317
cdw,11.105468752548317
ceara,11.105468752548317
cease,11.105468752548317
cece,11.105468752548317
cedar,10.700003644440153
cedit,10.700003644440153
ceditadorner,10.189178020674163
cedric,10.700003644440153
ceeb,11.105468752548317
ceh,10.700003644440153
ceidpagelock,10.412321571988372
ceiling,10.700003644440153
celeb,10.189178020674163
celebr,11.105468752548317
celebrate,7.809631886543988
celebration,10.006856463880208
celebrity,8.802883659554272
celebs,10.189178020674163
celement,9.601391355772043
celerbity,11.105468752548317
celery,10.412321571988372
celeste,11.105468752548317
celestial,11.105468752548317
celetics,11.105468752548317
celibacy,10.412321571988372
celibate,10.412321571988372
celine,10.412321571988372
cell,8.663121717179113
cellfonne,11.105468752548317
cellphone,9.719174391428426
cellular,10.006856463880208
cellulars,11.105468752548317
celphone,10.412321571988372
celtic,10.700003644440153
censor,11.105468752548317
censorship,9.601391355772043
censure,11.105468752548317
census,10.412321571988372
cent,9.496030840114217
center,6.92341860990711
centi,11.105468752548317
centigrade,11.105468752548317
centimeter,11.105468752548317
centos,6.742370127759955
central,8.965402589052047
centralize,10.700003644440153
centre,9.496030840114217
centrelink,11.105468752548317
centric,9.852705784052949
ceo,7.991953443337943
ceph,8.802883659554272
cept,10.006856463880208
cer,10.700003644440153
ceran,11.105468752548317
cerber,10.189178020674163
cereal,9.852705784052949
ceremony,10.700003644440153
cern,11.105468752548317
cerritos,11.105468752548317
cert,7.828324019556141
certain,8.0374158174147
certainly,9.313709283320263
certainty,10.700003644440153
certi,11.105468752548317
certianly,11.105468752548317
certificat,11.105468752548317
certificate,7.866790300383936
certification,8.965402589052047
certify,9.400720660309892
certsuperstar,11.105468752548317
cesa,7.011124190326217
cessna,11.105468752548317
ceviche,11.105468752548317
cfaa,11.105468752548317
cfc,10.700003644440153
cfg,9.090565732006052
cfi,11.105468752548317
cfo,10.189178020674163
cfp,10.700003644440153
cgenerated,10.700003644440153
cgeneratedcontent,10.006856463880208
cgi,10.189178020674163
cgicmuidispatcher,10.700003644440153
cgit,10.412321571988372
cgminer,11.105468752548317
cgroup,9.852705784052949
cgy,10.412321571988372
cha,10.189178020674163
chad,11.105468752548317
chage,11.105468752548317
chai,11.105468752548317
chain,7.969974536619167
chainsaw,11.105468752548317
chair,8.620562102760317
chairman,10.189178020674163
chakra,9.719174391428426
chalantly,11.105468752548317
chalet,11.105468752548317
chalk,10.189178020674163
chalky,11.105468752548317
challange,11.105468752548317
challenge,7.721078489202543
challet,11.105468752548317
chalupa,11.105468752548317
chamber,10.412321571988372
chameleon,10.700003644440153
chamoson,11.105468752548317
champ,10.189178020674163
champagne,10.700003644440153
championship,11.105468752548317
chan,10.189178020674163
chance,7.65548120671673
chancellor,11.105468752548317
chandan,11.105468752548317
chandrasekaran,11.105468752548317
chanel,11.105468752548317
chang,11.105468752548317
change,5.7371590141802455
changelog,11.105468752548317
changepassword,10.700003644440153
changer,11.105468752548317
channel,7.886592927680116
channing,10.700003644440153
chantelle,11.105468752548317
chanukah,10.700003644440153
chaos,9.601391355772043
chaotic,11.105468752548317
chapelle,10.412321571988372
chappelle,11.105468752548317
chappy,11.105468752548317
chapter,9.496030840114217
char,11.105468752548317
character,8.215096994652153
characterise,10.189178020674163
characteristic,10.700003644440153
characterization,11.105468752548317
characterize,11.105468752548317
charango,10.412321571988372
chard,10.412321571988372
chardonnay,11.105468752548317
charg,11.105468752548317
charge,7.755564665273712
charger,9.601391355772043
charice,11.105468752548317
charisma,10.412321571988372
charitable,11.105468752548317
charity,10.006856463880208
charles,9.159558603493004
charlie,10.700003644440153
charlotte,11.105468752548317
charlottesville,10.700003644440153
charm,9.496030840114217
charmin,11.105468752548317
charmingkitten,11.105468752548317
chart,9.313709283320263
charter,9.496030840114217
chase,9.496030840114217
chassis,11.105468752548317
chat,7.564509428511003
chatbot,10.700003644440153
chatbots,10.189178020674163
chatnow,8.854176953941822
chatroom,11.105468752548317
chatstc,10.700003644440153
chattanooga,11.105468752548317
chatter,11.105468752548317
chauvinist,10.412321571988372
chavs,11.105468752548317
chcyber,11.105468752548317
che,9.400720660309892
chea,11.105468752548317
cheak,11.105468752548317
cheap,8.302108371641783
cheaply,10.700003644440153
cheat,8.579740108240062
cheater,11.105468752548317
cheatsheet,10.700003644440153
check,5.49966668625232
checkbook,11.105468752548317
checker,10.189178020674163
checkin,11.105468752548317
checklist,9.496030840114217
checkout,10.189178020674163
checkpoint,10.412321571988372
checksec,11.105468752548317
cheddar,11.105468752548317
cheeeeeeeese,11.105468752548317
cheeeering,11.105468752548317
cheek,9.852705784052949
cheeky,10.006856463880208
cheer,9.159558603493004
cheerful,10.412321571988372
cheerio,11.105468752548317
cheerleader,9.719174391428426
cheese,8.332880030308536
cheeseburger,10.412321571988372
cheesecake,10.006856463880208
cheesey,10.412321571988372
cheeseyyy,11.105468752548317
cheesteak,11.105468752548317
cheesy,10.006856463880208
cheetos,10.412321571988372
chef,11.105468752548317
chels,11.105468752548317
chelsea,10.700003644440153
chemical,9.852705784052949
chemistry,11.105468752548317
chen,11.105468752548317
cheney,10.189178020674163
cheque,10.412321571988372
cherish,11.105468752548317
cherry,10.189178020674163
chesapeake,11.105468752548317
chess,11.105468752548317
chest,10.006856463880208
chested,11.105468752548317
chesthair,11.105468752548317
chet,10.412321571988372
chevalier,11.105468752548317
chevere,10.412321571988372
chevy,11.105468752548317
chew,9.852705784052949
chex,10.700003644440153
cheyene,11.105468752548317
cheyenne,9.026027210868481
chfristmas,11.105468752548317
chi,10.189178020674163
chic,11.105468752548317
chica,10.700003644440153
chicago,9.496030840114217
chick,8.215096994652153
chicken,7.991953443337943
chickhen,10.412321571988372
chief,7.266016439955006
chiefseol,11.105468752548317
chien,11.105468752548317
chiiiiiiiiiiild,11.105468752548317
chiko,11.105468752548317
chiky,11.105468752548317
child,7.332707814453679
childhood,10.006856463880208
childish,10.412321571988372
childrenn,11.105468752548317
childrens,11.105468752548317
childrensday,11.105468752548317
chilean,10.412321571988372
chili,9.852705784052949
chill,9.159558603493004
chillen,10.412321571988372
chillin,9.601391355772043
chillinqq,11.105468752548317
chime,11.105468752548317
chimney,10.189178020674163
chin,10.189178020674163
china,8.502779067103933
chine,10.412321571988372
chinese,8.332880030308536
chino,11.105468752548317
chip,8.965402589052047
chipmaker,11.105468752548317
chipmunk,10.700003644440153
chipotle,10.189178020674163
chippers,10.412321571988372
chipset,9.852705784052949
chiropractor,10.189178020674163
chirp,10.412321571988372
chisel,10.700003644440153
chitown,11.105468752548317
chitty,11.105468752548317
chkpt,11.105468752548317
chlamydia,11.105468752548317
chlorine,11.105468752548317
chloroformgrl,11.105468752548317
chmod,10.700003644440153
chnls,11.105468752548317
choc,10.412321571988372
chock,11.105468752548317
chocolate,7.866790300383936
choice,7.163886944878627
choke,8.620562102760317
chomo,11.105468752548317
chomp,11.105468752548317
choo,11.105468752548317
choose,7.704271370886162
chooser,11.105468752548317
chop,10.006856463880208
chopper,11.105468752548317
choppy,11.105468752548317
chore,10.189178020674163
choreography,11.105468752548317
chow,10.700003644440153
chr,11.105468752548317
chrimbo,10.412321571988372
chris,8.243267871618848
chrisssy,11.105468752548317
chrissy,11.105468752548317
christ,9.601391355772043
christards,11.105468752548317
christia,11.105468752548317
christiaan,10.189178020674163
christian,9.400720660309892
christianity,11.105468752548317
christina,10.700003644440153
christine,10.700003644440153
christmas,7.080117061813168
christofer,10.700003644440153
christophe,11.105468752548317
christopher,10.006856463880208
christy,10.700003644440153
chro,10.189178020674163
chrom,11.105468752548317
chrome,4.51242421840588
chromebackdoor,10.412321571988372
chromebook,8.085043866403954
chromebooks,9.233666575646726
chromecast,7.927414922200372
chromeextension,10.700003644440153
chromeos,11.105468752548317
chromewebstore,11.105468752548317
chromium,7.886592927680116
chronic,11.105468752548317
chronicle,10.700003644440153
chrysler,11.105468752548317
chrystal,11.105468752548317
chsh,11.105468752548317
chubby,10.189178020674163
chuck,9.400720660309892
chuckle,10.700003644440153
chucklebrothers,11.105468752548317
chud,10.412321571988372
chuggin,11.105468752548317
chuggypeg,11.105468752548317
chumby,11.105468752548317
chumpmuhajirs,11.105468752548317
chunk,9.601391355772043
church,8.908244175212097
churchill,11.105468752548317
chury,10.412321571988372
chuu,11.105468752548317
chuuu,11.105468752548317
chuz,9.852705784052949
cia,8.215096994652153
cicar,11.105468752548317
cid,10.189178020674163
cider,10.700003644440153
cifscre,11.105468752548317
cig,11.105468752548317
cigar,10.006856463880208
cigarette,11.105468752548317
cigs,11.105468752548317
cincinnati,10.189178020674163
cinder,9.601391355772043
cindy,11.105468752548317
cinema,10.700003644440153
cineva,10.412321571988372
cingular,10.412321571988372
cinnabuns,11.105468752548317
cinnamon,10.412321571988372
cinque,11.105468752548317
cio,9.719174391428426
ciontinue,11.105468752548317
cip,11.105468752548317
cipha,11.105468752548317
ciphercloud,11.105468752548317
cipso,10.412321571988372
circ,11.105468752548317
circarlife,10.700003644440153
circl,10.700003644440153
circle,9.159558603493004
circuit,10.412321571988372
circular,11.105468752548317
circulate,11.105468752548317
circulation,11.105468752548317
circumsized,11.105468752548317
circumstance,9.601391355772043
circumvent,9.852705784052949
circus,10.006856463880208
cirrus,11.105468752548317
cirt,11.105468752548317
cisco,6.801403659344147
ciscodna,11.105468752548317
ciscotrustsec,11.105468752548317
ciso,8.707573479749946
cisoforum,11.105468752548317
cisos,10.189178020674163
cissp,10.700003644440153
cite,10.006856463880208
citizen,9.313709283320263
citrix,7.773264242373113
citrus,10.412321571988372
city,7.906795634997636
citygirl,11.105468752548317
civ,11.105468752548317
civicrm,11.105468752548317
civil,10.189178020674163
civilian,11.105468752548317
civilization,11.105468752548317
civilize,10.412321571988372
cjson,11.105468752548317
ckan,11.105468752548317
ckant,11.105468752548317
cke,11.105468752548317
cker,10.412321571988372
cking,10.189178020674163
ckuss,11.105468752548317
ckute,11.105468752548317
claim,7.671481548063171
claire,10.700003644440153
clam,10.700003644440153
clamav,9.601391355772043
clamp,11.105468752548317
clan,10.412321571988372
clang,10.700003644440153
clannad,11.105468752548317
clara,11.105468752548317
clarification,10.412321571988372
clarify,8.54051939508678
clarinet,11.105468752548317
clarity,11.105468752548317
clark,9.090565732006052
clarke,10.412321571988372
clarkson,10.700003644440153
claroty,10.700003644440153
clash,10.700003644440153
class,7.508156491959872
classic,8.965402589052047
classical,11.105468752548317
classifier,11.105468752548317
classify,9.090565732006052
classlink,9.601391355772043
classmate,10.700003644440153
classof,10.700003644440153
classroom,11.105468752548317
classy,9.496030840114217
claus,11.105468752548317
claw,10.189178020674163
clay,10.412321571988372
claymore,10.700003644440153
clayworth,11.105468752548317
cld,10.189178020674163
cle,11.105468752548317
clea,11.105468752548317
clean,7.866790300383936
cleanin,10.412321571988372
cleaniness,11.105468752548317
cleanmymac,11.105468752548317
cleanoutyourcomputerday,11.105468752548317
cleanup,10.189178020674163
clear,6.8357713028483555
clearance,10.189178020674163
clearly,8.663121717179113
clearskysecurity,11.105468752548317
cleartext,10.700003644440153
clearwire,11.105468752548317
cleat,11.105468752548317
cleetus,11.105468752548317
clemmensen,10.700003644440153
cleo,10.412321571988372
clerk,11.105468752548317
clermont,11.105468752548317
cleveland,9.400720660309892
clever,9.233666575646726
cleverrrrrrrrrrrrrrr,11.105468752548317
clfs,11.105468752548317
cli,8.908244175212097
click,7.593923313717297
clickable,11.105468752548317
clickbank,11.105468752548317
clickhouse,11.105468752548317
clickjacking,9.719174391428426
clicquot,11.105468752548317
clie,11.105468752548317
client,6.680622120691507
cliff,11.105468752548317
climate,10.412321571988372
climax,10.412321571988372
climb,9.233666575646726
climonitorreportservlet,10.700003644440153
cling,10.006856463880208
clingy,11.105468752548317
clinic,9.233666575646726
clinicals,11.105468752548317
clinician,11.105468752548317
clint,11.105468752548317
clinto,11.105468752548317
clinton,10.189178020674163
clip,9.400720660309892
clipb,11.105468752548317
clipboard,9.719174391428426
clipper,10.700003644440153
clipse,11.105468752548317
clique,10.006856463880208
clive,10.412321571988372
clld,11.105468752548317
clm,11.105468752548317
clns,11.105468752548317
clo,11.105468752548317
cloak,10.412321571988372
cloape,11.105468752548317
clock,9.090565732006052
clockin,11.105468752548317
clone,7.721078489202543
close,7.244739041507722
closet,9.496030840114217
